文章总数: 11 篇
==============================

1. 微信公众号 -  (广西壮族自治区人民政府关于印发《广西壮族自治区国土空间规划(2021—2035年)》的通知(桂政发〔2024〕4号)) 2024-09-10 维稳咨讯指南   维稳咨讯指南

-----------------------------------------------------------------------------

文字快照 :http://mp.weixin.qq.com/s?__biz=MzA4MDg1ODY1Mg==&mid=2247495943&idx=3&sn=e0014507677e11db14d5f98db6425952

各市、县人民政府,自治区人民政府各组成部门、各直属机构: 

《广西壮族自治区国土空间规划(2021—2035年)》已经国务院批复同意,现印发给你们,请认真组织实施。 

广西壮族自治区人民政府 

2024年2月2日 

(此文有删减) 

广西壮族自治区国土空间规划 

(2021—2035年) 

目  录 
进一步落实主体功能区战略,完善相关政策制度设计,优化细化主体功能分区,构建基本功能与叠加功能相结合的主体功能综合布局。按照整体稳定、生态优先、功能优化的原则,以县(市、区)为单元,将全区国土空间分为国家、自治区两个层级的农产品主产区、重点生态功能区、城市化地区3类主体功能类型,并结合能源资源富集地区、边境地区、历史文化资源富集地区、资源枯竭地区的特点确定叠加功能区。市县可因地制宜以乡镇为单元细化主体功能分区,加大传导力度,加强配套政策靶向作用,推动主体功能精准落地和精细化管控。 

农产品主产区。包括27个县级行政区,其中2个县级行政区为国家级农产品主产区。该区域作为国家和自治区重要的农产品供给区域,具备较好的农业生产条件,以粮食和重要农产品种植以及水产养殖为主,是保障国家粮食安全、支撑农业现代化发展、落实乡村振兴战略的重要区域。着力保护耕地,发展现代农业,增强农业综合生产能力,确保粮食安全和优质农产品供给。优化农业生产布局和种植结构,优先实施土地整治、高标准农田建设,提高耕地质量和产能。支持现代农业产业集聚区建设,发展高效循环农业和农产品深加工。支持和规范乡村民宿发展,推动乡村旅游提质升级,带动群众就业增收。城乡建设实施集中布局、点状开发,支持以县城为重点推进城镇建设和工业发展,保障县城合理的城镇建设用地需求。 

重点生态功能区。包括30个县级行政区,其中29个县级行政区为国家级重点生态功能区。该区域是优先保障国家和区域生态安全、推进山水林田湖草沙一体化保护和系统治理、保持并提高生态产品供给能力、维护生态系统服务功能的重要区域。以保护和修复生态环境、提供优质生态产品为首要任务,适度发展各类生态环境友好型产业,引导人口逐步有序向城镇转移。原则上不再新设开发区和扩大现有工业集聚区面积,已有的工业集聚区要逐步改造成为生态型工业集聚区,实行严格的产业准入标准。矿产资源开发和基础设施建设应控制在尽可能小的范围。结合山林地区特色生态环境,因地制宜发展旅游业和山区特色农业。 

城市化地区。包括54个县级行政区,其中24个县级行政区为国家级城市化地区。该地区是落实国家、区域、自治区发展战略的重要支撑,是新型工业化、城镇化的主要区域,是城市群、都市圈的核心区域,是率先实现创新驱动和高质量发展、辐射带动周边区域经济社会发展、提高全区综合竞争力的重点区域。新增建设用地重点向该区域倾斜,统筹永久基本农田和生态空间保护。支持培育壮大中心城市,提高人口集聚能力,提升相关设施配套水平,增强综合承载能力。坚持产业发展导向,推动创新驱动发展和产业结构升级,支持培育各具特色的产业集聚区,促进产城融合和低效建设用地再开发,提高单位建设用地投资强度和产出效率。 

能源资源富集区。包括分布有能源资源基地、国家规划矿区和重点勘查区的41个县级行政区。该地区作为保障国家能源资源安全供应的战略核心区域,重点保障区域铝、锰、锡、稀土、钨等战略性矿产资源的安全稳定供应,并引导加强对铝、锰、稀土、锡、铅锌等矿产的勘查。对叠加能源资源富集区的县级行政区,允许其在原有基本功能类型的基础上,按程序开展矿产资源勘查开发活动,鼓励探索创新差别化政策,支持重大矿产开采项目落地,提升矿业用地的节约集约利用水平。 

边境地区。包括8个重要边境县级行政区。该地区是保障国家国土安全、兴边固边的重要区域。纳入边境地区的区域,以守边固边兴边为首要任务,实行特殊管理政策。 

历史文化资源富集区。包括桂林、北海、崇左3市中、高等级历史文化景观资源分布密集、丰富度高的10个县级行政区。该地区是彰显广西深厚的历史文化底蕴和丰富的地域文化特色、继承和发扬历史文化价值的重点区域。在原有3类主体功能分区的基础上,加大对历史文化保护的政策扶持力度。 

资源枯竭地区。包括合山市和贺州市平桂区。该地区是因资源枯竭导致发展活力不足、人口流失、需要转型发展的区域,在实行主体功能区配套政策的基础上,用好国家关于支持资源枯竭城市转型的有关政策,增强内生发展动力。 

第三节  优化国土空间开发保护总体格局 

落实构建国家农产品主产区格局、“三区四带”生态安全屏障、“两横三纵”城镇化战略格局的要求,统筹各类空间,构建“六八四三”的开发保护总体格局,形成重点片区集聚,整体网络连通,“南向、北联、东融、西合”四大方向协同发展,主体功能明显、优势互补的空间布局。 

构建“六八四三”的开发保护总体格局。“六区集群强农业”即遵循传统优势农业发展格局,构建广西盆地和河谷平原六大农业主产区。“八桂山水优生态”即以生态筑底,构建陆域“一屏六区一廊”的生态安全格局。“四片主导促集聚”即抓住沿海、沿边、沿江的区位优势,因地制宜构建“两轴一区一带”四大城镇化优势区带。“三大网络助开放”即强化网络化空间组织,助力全域开发开放和互联互通,构建综合交通网、魅力游道网、活力碧道网三大网络。在开发保护总体格局中全面衔接海洋空间保护与利用格局。 

促进形成“六主多区”的农业发展格局。支撑华南农产品主产区和国家粮食安全产业带建设,落实国家下达的耕地保护任务和永久基本农田保护任务。立足优质耕地资源本底,以永久基本农田划定、农业“两区”划定、特色农产品优势区和富硒土壤资源为基础,构建“六主多区”的现代农业发展格局,稳固和强化传统优势农业发展格局,确保粮食安全,做强现代特色农业。以“六主”为核心,强化粮食、蔬菜及糖料蔗生产功能,推动形成桂中盆地、南流江三角洲、浔郁平原、右江河谷以及桂北、桂西南等六大农业主产区。以“多区”为特色补充,形成柑橘、香蕉、荔枝、芒果、火龙果、龙眼、茶叶、桑蚕、中药材、畜禽、水产品等多个农产品优势区的现代农业布局。 

构建陆域“一屏六区一廊”的生态安全格局。构建国家“三区四带”的生态安全屏障,支撑我国南方重要生态屏障的骨架,进一步保护具有涵养水源、保持水土、保护生物多样性、减轻自然灾害等生态服务功能的国土空间,确保各类生态系统持续发挥生态服务功能。“一屏”即稳固桂西桂北生态屏障,提升水源涵养、生物多样性保护功能。“六区”即围绕水源涵养、水土保持、生物多样性保护等生态服务功能,构建桂东北生态功能区、北部湾沿海生态功能区、桂西南生态功能区、桂中生态功能区、桂东南生态功能区和十万大山生态功能区等六大重要生态功能区。“一廊”即构建以西江干流(南盘江、红水河、黔江、浔江)、郁江、柳江、北流河、桂江、贺江等西江水系为主体的千里绿色走廊,保持西江千里绿色走廊连贯畅通,增强生态空间的系统性和联通性。 

引导形成“两轴一区一带”的城镇开发格局。落实国家“两横三纵”的城镇化战略格局,建优建强北部湾经济区(广西部分),大力保障南宁市高质量发展空间,贯彻落实东融战略,推进北钦防一体化。进一步壮大纵贯南北、联通东西的两大城镇发展轴和边海联动城镇带,服务和融入新发展格局。 

“两轴”即构建两大城镇发展轴。依托西部陆海新通道中线和东线建设面向东盟的“Y”字型西部陆海新通道发展轴,进一步强化广西21世纪海上丝绸之路和丝绸之路经济带有机衔接的重要门户作用,加强与东盟国家合作共赢。依托广昆交通大通道建设面向粤港澳大湾区的珠江—西江经济带发展轴,向东融入粤港澳大湾区,向西与云南相连,成为东盟通达粤港澳的综合交通运输大通道。 

“一区”即建优建强北部湾经济区(广西部分)。强化南宁市的核心引领带动作用,以南宁市为中心培育现代化都市圈,作为全区发展的核心引擎,辐射带动周边地区同城化发展。推进北钦防一体化发展,加快广西北部湾国际门户港建设,培育全区新的增长极。 

“一带”即打造边海联动城镇带。依托边境口岸城镇、广西北部湾国际门户港和交通通道打造连接大西南的边海联动城镇带,加强对越南等东盟国家的开放合作。 

加快以“三大网络”为主的网络化空间构建。构建以“出海、出边、出区”对外综合运输大通道、高效综合立体交通网以及综合交通和物流枢纽体系为主体的综合交通网,加强对全区对外开放、经济发展优势地区、重点产业集聚区的支撑作用。构建包括文化遗产线路、风景干道和休闲绿道在内的3000多千米魅力游道网,支撑历史人文与自然景观单元、重要节点文化旅游发展。构建以16条河流生态廊道为主的活力碧道网,加强水资源保障、水安全提升、水环境改善、水生态保护与修复以及景观与游憩系统建设,形成生态活力滨水经济带。 

构建“一带六湾多节点”的海洋空间保护与利用格局。落实国家对南部海洋经济圈发展布局的要求,基于广西海岸带自然资源禀赋和承载能力、产业基础和发展潜力,坚持点上开发、面上保护,引导形成陆海统筹、生态共建、集群发展的空间布局。“一带”即现代化沿海经济带。“六湾”即铁山湾、廉州湾、大风江—三娘湾、钦州湾、防城湾、珍珠湾等六大海湾。“多节点”即生态敏感度较高、具有重要生态价值的自然保护地、重要河口等节点。 

第四章  严格耕地保护,优化农业与乡村空间 

严格耕地保护,全面划定落实耕地和永久基本农田,切实保障粮食安全。引导主要农产品向优势区域集中,提高农业质量效益和竞争力。加快建设农业强区,全面实施乡村振兴战略,优化村庄布局,引导分类发展,推进农业农村现代化,促进农业空间固本、提质和富民。 
